locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
ECD_00120	ECD_00120	1	CP001509	138402	139268	-		spermidine synthase (putrescine aminopropyltransferase)
ECD_00121	ECD_00121	1	CP001509	139374	139721	-		PulS_OutS family protein
ECD_00122	ECD_00122	1	CP001509	139887	141437	+		multicopper oxidase (laccase)
ECD_00123	ECD_00123	1	CP001509	141639	144029	-		glucose dehydrogenase
ECD_00124	ECD_00124	1	CP001509	144235	144771	+		hypoxanthine phosphoribosyltransferase
ECD_00125	ECD_00125	1	CP001509	144812	145474	-		carbonic anhydrase
ECD_00126	ECD_00126	1	CP001509	145583	146509	+		putative ABC transporter ATPase
ECD_00127	ECD_00127	1	CP001509	146506	147276	+		putative ABC transporter permease
ECD_00128	ECD_00128	1	CP001509	147381	147821	+		putative PTS Enzyme IIA
ECD_00129	ECD_00129	1	CP001509	147885	149114	+		putative polysaccharide deacetylase lipoprotein
ECD_00130	ECD_00130	1	CP001509	149118	149498	-		aspartate 1-decarboxylase
ECD_00131	ECD_00131	1	CP001509	149772	150674	+		transposase_31 family protein
ECD_00132	ECD_00132	1	CP001509	150748	151599	-		pantothenate synthetase
ECD_00133	ECD_00133	1	CP001509	151611	152405	-		3-methyl-2-oxobutanoate hydroxymethyltransferase
ECD_00134	ECD_00134	1	CP001509	152518	153864	-		putative fimbrial-like adhesin protein
ECD_00135	ECD_00135	1	CP001509	153845	154441	-		putative fimbrial-like adhesin protein
ECD_00136	ECD_00136	1	CP001509	154468	155070	-		putative fimbrial-like adhesin protein
ECD_00137	ECD_00137	1	CP001509	155085	155654	-		putative fimbrial-like adhesin protein
ECD_00138	ECD_00138	1	CP001509	155671	158271	-		putative outer membrane usher protein
ECD_00139	ECD_00139	1	CP001509	158306	159046	-		putative periplasmic pilin chaperone
ECD_00140	ECD_00140	1	CP001509	159151	159735	-		putative fimbrial-like adhesin protein
ECD_00141	ECD_00141	1	CP001509	160105	160584	-		2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase
ECD_00142	ECD_00142	1	CP001509	160581	161945	-		poly(A) polymerase
ECD_00143	ECD_00143	1	CP001509	162038	162964	-		glutamyl-Q tRNA(Asp) synthetase
ECD_00144	ECD_00144	1	CP001509	163001	163456	-		transcriptional regulator of rRNA transcription; DnaK suppressor protein
ECD_00145	ECD_00145	1	CP001509	163634	164338	-		sugar fermentation stimulation protein A
ECD_00146	ECD_00146	1	CP001509	164353	164883	-		2'-5' RNA ligase
ECD_00147	ECD_00147	1	CP001509	164957	167386	+		putative ATP-dependent helicase
ECD_00148	ECD_00148	1	CP001509	167582	170107	+		fused glycosyl transferase and transpeptidase
ECD_00149	ECD_00149	1	CP001509	170327	172570	+		ferrichrome outer membrane transporter
ECD_00150	ECD_00150	1	CP001509	172621	173418	+		iron(3+)-hydroxamate import ABC transporter ATPase
ECD_00151	ECD_00151	1	CP001509	173418	174308	+		iron(3+)-hydroxamate import ABC transporter periplasmic binding protein
ECD_00152	ECD_00152	1	CP001509	174305	176287	+		iron(3+)-hydroxamate import ABC transporter permease
ECD_00153	ECD_00153	1	CP001509	176445	177725	-		glutamate-1-semialdehyde aminotransferase (aminomutase)
ECD_00154	ECD_00154	1	CP001509	177950	179371	+		H(+)/Cl(-) exchange transporter
ECD_00155	ECD_00155	1	CP001509	179453	179797	+		iron-sulfur cluster insertion protein
ECD_00156	ECD_00156	1	CP001509	179844	180467	-		UPF0126 family inner membrane protein
ECD_00157	ECD_00157	1	CP001509	180505	181305	-		vitamin B12 ABC transporter periplasmic binding protein
ECD_00158	ECD_00158	1	CP001509	181298	181996	-		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
ECD_00159	ECD_00159	1	CP001509	182080	183597	+		deoxyguanosine triphosphate triphosphohydrolase
ECD_00160	ECD_00160	1	CP001509	183727	185151	+		serine endoprotease (protease Do), membrane-associated
ECD_00161	ECD_00161	1	CP001509	185306	186463	+		carbohydrate diacid regulon transcriptional regulator; autoregulator
ECD_00162	ECD_00162	1	CP001509	186552	186938	-		UPF0325 family protein
ECD_00163	ECD_00163	1	CP001509	187100	187912	-		phosphodiesterase with model substrate bis-pNPP
ECD_00164	ECD_00164	1	CP001509	187966	188790	-		2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase
ECD_00165	ECD_00165	1	CP001509	188821	191493	-		uridylyltransferase
ECD_00166	ECD_00166	1	CP001509	191555	192349	-		methionine aminopeptidase
ECD_00167	ECD_00167	1	CP001509	192717	193442	+		30S ribosomal subunit protein S2
ECD_00168	ECD_00168	1	CP001509	193700	194551	+		translation elongation factor EF-Ts
ECD_00169	ECD_00169	1	CP001509	194698	195423	+		uridylate kinase
ECD_00170	ECD_00170	1	CP001509	195715	196272	+		ribosome recycling factor
ECD_00171	ECD_00171	1	CP001509	196364	197560	+		1-deoxy-D-xylulose 5-phosphate reductoisomerase
ECD_00172	ECD_00172	1	CP001509	197746	198507	+		undecaprenyl pyrophosphate synthase
ECD_00173	ECD_00173	1	CP001509	198520	199377	+		CDP-diglyceride synthase
ECD_00174	ECD_00174	1	CP001509	199389	200741	+		inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease
ECD_00175	ECD_00175	1	CP001509	200771	203203	+		BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor
ECD_00176	ECD_00176	1	CP001509	203325	203810	+		periplasmic chaperone
ECD_00177	ECD_00177	1	CP001509	203814	204839	+		UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase
ECD_00178	ECD_00178	1	CP001509	204944	205399	+		(3R)-hydroxymyristol acyl carrier protein dehydratase
ECD_00179	ECD_00179	1	CP001509	205403	206191	+		UDP-N-acetylglucosamine acetyltransferase
ECD_00180	ECD_00180	1	CP001509	206191	207339	+		tetraacyldisaccharide-1-P synthase
ECD_00181	ECD_00181	1	CP001509	207336	207932	+		ribonuclease HII
ECD_00182	ECD_00182	1	CP001509	207969	211451	+		DNA polymerase III alpha subunit
ECD_00183	ECD_00183	1	CP001509	211464	212423	+		acetyl-CoA carboxylase, carboxytransferase, alpha subunit
ECD_00184	ECD_00184	1	CP001509	212522	214663	+		lysine decarboxylase 2, constitutive
ECD_00185	ECD_00185	1	CP001509	214720	215109	+		putative lyase
ECD_00186	ECD_00186	1	CP001509	215174	216472	+		tRNA(Ile)-lysidine synthetase
ECD_00187	ECD_00187	1	CP001509	216521	216775	-		modulator of Rho-dependent transcription termination
ECD_00188	ECD_00188	1	CP001509	216768	216968	-		UPF0253 family protein
ECD_00189	ECD_00189	1	CP001509	217134	217679	+		PDDEXK superfamily protein
ECD_00190	ECD_00190	1	CP001509	217676	218098	+		alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached
ECD_00191	ECD_00191	1	CP001509	218112	218822	+		lipoprotein involved with copper homeostasis and adhesion
ECD_00192	ECD_00192	1	CP001509	219022	219846	-		putative lipoprotein
ECD_00193	ECD_00193	1	CP001509	219899	221617	-		prolyl-tRNA synthetase
ECD_00194	ECD_00194	1	CP001509	221728	222435	-		tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent
ECD_00195	ECD_00195	1	CP001509	222432	222836	-		putative outer membrane protein
ECD_00196	ECD_00196	1	CP001509	222954	223769	-		DL-methionine transporter subunit
ECD_00197	ECD_00197	1	CP001509	223809	224462	-		DL-methionine transporter subunit
ECD_00198	ECD_00198	1	CP001509	224455	225486	-		DL-methionine transporter subunit
ECD_00199	ECD_00199	1	CP001509	225674	226246	+		D,D-heptose 1,7-bisphosphate phosphatase
ECD_r00001	ECD_r00001	2	CP001509	226610	228151	+		16S ribosomal RNA
ECD_t00001	ECD_t00001	5	CP001509	228220	228296	+		tRNA-Ile
ECD_t00002	ECD_t00002	5	CP001509	228339	228414	+		tRNA-Ala
ECD_r00002	ECD_r00002	2	CP001509	228589	231494	+		23S ribosomal RNA
ECD_r00003	ECD_r00003	2	CP001509	231683	231802	+		5S ribosomal RNA
ECD_t00003	ECD_t00003	5	CP001509	231855	231931	+		tRNA-Asp
ECD_00200	ECD_00200	1	CP001509	232094	232897	+		2,5-diketo-D-gluconate reductase B
ECD_00201	ECD_00201	1	CP001509	232894	233808	-		LysR family putative transcriptional regulator
ECD_00202	ECD_00202	1	CP001509	234049	234849	+		endo/exonuclease/phosphatase family protein
ECD_00203	ECD_00203	1	CP001509	234853	235476	+		putative S-adenosyl-L-methionine-dependent methyltransferase
ECD_00204	ECD_00204	1	CP001509	235524	236882	-		putative membrane-bound lytic murein transglycosylase D
ECD_00205	ECD_00205	1	CP001509	236954	237709	-		hydroxyacylglutathione hydrolase
ECD_00206	ECD_00206	1	CP001509	237743	238465	+		putative S-adenosyl-L-methionine-dependent methyltransferase
ECD_00207	ECD_00207	1	CP001509	238462	238929	-		ribonuclease HI
ECD_00208	ECD_00208	1	CP001509	238994	239725	+		DNA polymerase III epsilon subunit
ECD_t00004	ECD_t00004	5	CP001509	239858	239934	+		tRNA-Asp
ECD_00209	ECD_00209	1	CP001509	240264	241049	+		lipoprotein
ECD_00210	ECD_00210	1	CP001509	241315	241590	+		IS1 protein InsA
ECD_00211	ECD_00211	1	CP001509	241509	242012	+		IS1 protein InsB
ECD_00212	ECD_00212	1	CP001509	242014	242385	+		hypothetical protein
ECD_00213	ECD_00213	1	CP001509	242816	243952	+		putative transposase
ECD_00214	ECD_00214	1	CP001509	243993	244763	-		putative NAD(P)-binding C-N hydrolase family amidase
ECD_00215	ECD_00215	1	CP001509	244917	245390	+		inhibitor of c-type lysozyme, periplasmic
ECD_00216	ECD_00216	1	CP001509	245433	247877	-		acyl coenzyme A dehydrogenase
ECD_00217	ECD_00217	1	CP001509	248117	248695	+		D-sedoheptulose 7-phosphate isomerase
ECD_00218	ECD_00218	1	CP001509	248901	249668	+		type 2 glutamine amidotransferase family protein
ECD_00219	ECD_00219	1	CP001509	249639	250379	-		L,D-transpeptidase-related protein
ECD_00220	ECD_00220	1	CP001509	250535	250813	-		mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ
ECD_00221	ECD_00221	1	CP001509	250816	251076	-		antitoxin of YafQ-DinJ toxin-antitoxin system
ECD_00222	ECD_00222	1	CP001509	251286	252035	+		putative lipoprotein and C40 family peptidase
ECD_00223	ECD_00223	1	CP001509	252211	252708	+		RAYT REP element-mobilizing transposase; TnpA(REP)
ECD_00226	ECD_00226	1	CP001509	255464	256519	+		DNA polymerase IV
ECD_00227	ECD_00227	1	CP001509	256571	256864	+		antitoxin of the YafO-YafN toxin-antitoxin system
ECD_00228	ECD_00228	1	CP001509	256867	257265	+		mRNA interferase toxin of the YafO-YafN toxin-antitoxin system
ECD_00229	ECD_00229	1	CP001509	257275	257727	+		GNAT family putative N-acetyltransferase
ECD_00230	ECD_00230	1	CP001509	257961	258227	+		hypothetical protein
ECD_00231	ECD_00231	1	CP001509	258196	258696	+		peptide chain release factor 2
ECD_00232	ECD_00232	1	CP001509	258753	260210	-		aminoacyl-histidine dipeptidase (peptidase D)
ECD_00233	ECD_00233	1	CP001509	260471	260929	+		xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase
ECD_00234	ECD_00234	1	CP001509	261021	262265	+		fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity
ECD_00235	ECD_00235	1	CP001509	262323	262724	+		DNA-binding transcriptional regulator
ECD_00236	ECD_00236	1	CP001509	262850	263125	+		IS1 protein InsA
ECD_00237	ECD_00237	1	CP001509	263044	263547	+		IS1 protein InsB
ECD_00238	ECD_00238	1	CP001509	263558	264595	-		outer membrane phosphoporin protein E
ECD_00239	ECD_00239	1	CP001509	264883	265986	+		gamma-glutamate kinase
ECD_00240	ECD_00240	1	CP001509	265998	267251	+		gamma-glutamylphosphate reductase
ECD_t00005	ECD_t00005	5	CP001509	267366	267441	+		tRNA-Thr
ECD_00241	ECD_00241	1	CP001509	267568	267978	-		putative transcriptional regulator
ECD_00242	ECD_00242	1	CP001509	267957	268913	-		moco insertion factor for PaoABC aldehyde oxidoreductase
ECD_00243	ECD_00243	1	CP001509	268923	271121	-		PaoABC aldehyde oxidoreductase, Moco-containing subunit
ECD_00244	ECD_00244	1	CP001509	271118	272074	-		PaoABC aldehyde oxidoreductase, FAD-containing subunit
ECD_00245	ECD_00245	1	CP001509	272071	272760	-		PaoABC aldehyde oxidoreductase, 2Fe-2S subunit
ECD_00246	ECD_00246	1	CP001509	273177	273791	+		DUF1440 family inner membrane acid resistance protein
ECD_00247	ECD_00247	1	CP001509	274038	274367	-		UPF0153 cysteine cluster protein
ECD_00248	ECD_00248	1	CP001509	274680	275390	-		ECP production pilus chaperone
ECD_00249	ECD_00249	1	CP001509	275359	277002	-		polymerized tip adhesin of ECP fibers
ECD_00250	ECD_00250	1	CP001509	276992	279517	-		ECP production outer membrane protein
ECD_00251	ECD_00251	1	CP001509	279543	280211	-		ECP production pilus chaperone
ECD_00252	ECD_00252	1	CP001509	280269	280904	-		ECP pilin
ECD_00253	ECD_00253	1	CP001509	280930	281520	-		putative transcriptional regulator for the ecp operon
ECD_00254	ECD_00254	1	CP001509	282295	282522	+		uncharacterized protein
ECD_00255	ECD_00255	1	CP001509	282697	282960	-		50S ribosomal protein L31 type B; alternative zinc-limitation L31 protein
ECD_00256	ECD_00256	1	CP001509	284540	285772	+		attaching and effacing protein, pathogenesis factor
ECD_00257	ECD_00257	1	CP001509	285912	286763	-		putative DNA-binding transcriptional regulator
ECD_00258	ECD_00258	1	CP001509	287354	287947	-		reactive chlorine species (RCS) stress resistance inner membrane protein
ECD_00259	ECD_00259	1	CP001509	287959	288195	-		reactive chlorine species (RCS) stress resistance periplasmic protein
ECD_00260	ECD_00260	1	CP001509	288304	289629	-		reactive chlorine stress species (RCS) resistance protein; pyridine nucleotide-dependent disulfide oxidoreductase family
ECD_00261	ECD_00261	1	CP001509	289855	290709	+		reactive chlorine species (RCS)-specific activator of the rcl genes
ECD_00262	ECD_00262	1	CP001509	291236	291955	+		cysteine-rich LutA family protein; putative electron transport chain YkgEFG component
ECD_00263	ECD_00263	1	CP001509	291966	293393	+		ferridoxin-like LutB family protein; putative electron transport chain YkgEFG component
ECD_00264	ECD_00264	1	CP001509	293386	294081	+		LutC family protein; putative electron transport chain YkgEFG component
ECD_00265	ECD_00265	1	CP001509	294036	294248	-		hypothetical protein
ECD_00266	ECD_00266	1	CP001509	294324	294992	-		putative inner membrane protein
ECD_00267	ECD_00267	1	CP001509	295205	296875	-		choline dehydrogenase, a flavoprotein
ECD_00268	ECD_00268	1	CP001509	296889	298361	-		betaine aldehyde dehydrogenase, NAD-dependent
ECD_00269	ECD_00269	1	CP001509	298375	298962	-		choline-inducible betIBA-betT divergent operon transcriptional repressor
ECD_00270	ECD_00270	1	CP001509	299091	301124	+		choline transporter of high affinity
ECD_00271	ECD_00271	1	CP001509	301999	303087	+		c-di-GMP-specific phosphodiesterase
ECD_00272	ECD_00272	1	CP001509	303129	304061	-		putative DNA-bindng transcriptional regulator
ECD_00273	ECD_00273	1	CP001509	304153	304650	-		putative inner membrane protein
ECD_00274	ECD_00274	1	CP001509	304908	305513	+		ankyrin repeat protein
ECD_00275	ECD_00275	1	CP001509	305553	306416	+		DUF2877 family protein
ECD_00276	ECD_00276	1	CP001509	306406	307953	+		putative NAD(P)-binding succinyl-CoA synthase
ECD_00277	ECD_00277	1	CP001509	307953	309371	+		DUF1116 family protein
ECD_00278	ECD_00278	1	CP001509	309793	310743	+		carbamate kinase-like protein
ECD_00279	ECD_00279	1	CP001509	310753	312135	+		putative metallo-dependent hydrolase domain deaminase
ECD_00280	ECD_00280	1	CP001509	312512	313561	+		broad specificity NADPH-dependent aldehyde reductase, Zn-containing
ECD_00281	ECD_00281	1	CP001509	313805	314620	+		uncharacterized protein
ECD_00282	ECD_00282	1	CP001509	315033	315278	+		uncharacterized protein
ECD_00283	ECD_00283	1	CP001509	315295	315966	-		amino acid exporter for proline, lysine, glutamate, homoserine
