locusId	sysName	type	scaffoldId	begin	end	strand	original_name	desc	name	Product	ecocyc_id
14164	b0019	1	7023	17489	18655	+	nhaA	pH-dependent sodium/proton antiporter (NCBI)	nhaA	Na<sup>+</sup>:H<sup>+</sup> antiporter NhaA	EG10652
14165	b0020	1	7023	18715	19620	+	nhaR	DNA-binding transcriptional activator (NCBI)	nhaR	DNA-binding transcriptional activator NhaR	EG11078
14166	b0021	1	7023	19811	20314	-	insB-1	IS1 transposase InsAB' (NCBI)	insB1	IS1 family protein InsB	G6085
14167	b0022	1	7023	20233	20508	-	insA-1	IS1 repressor protein InsA (NCBI)	insA1	IS1 family protein InsA	G6086
14168	b0023	1	7023	20815	21078	-	rpsT	30S ribosomal protein S20 (NCBI)	rpsT	30S ribosomal subunit protein S20	EG10919
14169	b0024	1	7023	21181	21399	+	yaaY	hypothetical protein (NCBI)	yaaY	DUF2575 domain-containing protein YaaY	G6087
14170	b0025	1	7023	21407	22348	+	ribF	hypothetical protein (NCBI)	ribF	bifunctional riboflavin kinase / FMN adenylyltransferase	EG11079
14171	b0026	1	7023	22391	25207	+	ileS	isoleucyl-tRNA synthetase (NCBI)	ileS	isoleucine&mdash;tRNA ligase	EG10492
14172	b0027	1	7023	25207	25701	+	lspA	signal peptidase II (NCBI)	lspA	lipoprotein signal peptidase	EG10548
14173	b0028	1	7023	25826	26275	+	fkpB	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase) (NCBI)	fkpB	peptidyl-prolyl <i>cis-trans</i> isomerase FkpB	EG11080
14174	b0029	1	7023	26277	27227	+	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (NCBI)	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	EG11081
14175	b0030	1	7023	27293	28207	+	rihC	ribonucleoside hydrolase 3 (NCBI)	rihC	ribonucleoside hydrolase RihC	EG11082
14176	b0031	1	7023	28374	29195	+	dapB	dihydrodipicolinate reductase (NCBI)	dapB	4-hydroxy-tetrahydrodipicolinate reductase	EG10206
14177	b0032	1	7023	29651	30799	+	carA	carbamoyl-phosphate synthase small subunit (NCBI)	carA	carbamoyl-phosphate synthetase small subunit	EG10134
14178	b0033	1	7023	30817	34038	+	carB	carbamoyl-phosphate synthase large subunit (NCBI)	carB	carbamoyl-phosphate synthetase large subunit	EG10135
14180	b0034	1	7023	34300	34695	+	caiF	transcriptional regulator of cai operon (VIMSS)	caiF	DNA-binding transcriptional activator CaiF	G6088
14181	b0035	1	7023	34781	35371	-	caiE	possible synthesis of cofactor for carnitine racemase and dehydratase (VIMSS)	caiE	putative transferase CaiE	EG12608
14182	b0036	1	7023	35377	36162	-	caiD	crotonobetainyl CoA hydratase (RefSeq)	caiD	crotonobetainyl-CoA hydratase	EG11557
14183	b0037	1	7023	36271	37824	-	caiC	predicted crotonobetaine CoA ligase:carnitine CoA ligase (RefSeq)	caiC	carnitine&mdash;CoA ligase	EG11558
14184	b0038	1	7023	37898	39115	-	caiB	crotonobetainyl-CoA:carnitineCoA-transferase (NCBI)	caiB	&gamma;-butyrobetainyl-CoA:carnitine CoA transferase	EG11559
14185	b0039	1	7023	39244	40386	-	caiA	crotonobetaine reductase subunit II, FAD-binding (NCBI)	caiA	crotonobetainyl-CoA reductase	EG11560
14186	b0040	1	7023	40417	41931	-	caiT	L-carnitine/gamma-butyrobetaine antiporter (NCBI)	caiT	L-carnitine:&gamma;-butyrobetaine antiporter	EG11561
14187	b0041	1	7023	42403	43173	+	fixA	probable flavoprotein subunit, carnitine metabolism (VIMSS)	fixA	putative electron transfer flavoprotein FixA	EG11562
14188	b0042	1	7023	43188	44129	+	fixB	predicted electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like (NCBI)	fixB	putative electron transfer flavoprotein FixB	EG11563
14189	b0043	1	7023	44180	45466	+	fixC	predicted oxidoreductase with FAD/NAD(P)-binding domain (NCBI)	fixC	putative oxidoreductase FixC	EG11564
14190	b0044	1	7023	45463	45750	+	fixX	predicted 4Fe-4S ferredoxin-type protein (NCBI)	fixX	putative ferredoxin FixX	EG11565
14191	b0045	1	7023	45807	47138	+	yaaU	predicted transporter (NCBI)	yaaU	putative transporter YaaU	EG11566
14192	b0046	1	7023	47246	47776	+	kefF	glutathione-regulated potassium-efflux system ancillary protein (NCBI)	kefF	regulator of KefC-mediated potassium transport and quinone oxidoreductase	EG11568
14193	b0047	1	7023	47769	49631	+	kefC	glutathione-regulated potassium-efflux system protein (NCBI)	kefC	K<sup>+</sup> : H<sup>+</sup> antiporter KefC	EG10521
14194	b0048	1	7023	49823	50302	+	folA	dihydrofolate reductase (NCBI)	folA	dihydrofolate reductase	EG10326
14195	b0049	1	7023	50380	51222	-	apaH	diadenosinetetraphosphatase (NCBI)	apaH	diadenosine tetraphosphatase	EG10048
14196	b0050	1	7023	51229	51606	-	apaG	hypothetical protein (NCBI)	apaG	DUF525 domain-containing protein ApaG	EG10047
14197	b0051	1	7023	51609	52430	-	ksgA	dimethyladenosine transferase (NCBI)	rsmA	16S rRNA (A<sup>1518</sup>/A<sup>1519</sup>-<em>N</em><sup>6</sup>-dimethyltransferase	EG10523
14198	b0052	1	7023	52427	53416	-	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase (NCBI)	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	EG10691
14199	b0053	1	7023	53416	54702	-	surA	peptidyl-prolyl cis-trans isomerase (PPIase) (NCBI)	surA	chaperone SurA	EG10985
14200	b0054	1	7023	54755	57109	-	imp	organic solvent tolerance protein precursor (NCBI)	lptD	lipopolysaccharide assembly protein LptD	EG11569
14201	b0055	1	7023	57364	58179	+	djlA	Dna-J like membrane chaperone protein (NCBI)	djlA	co-chaperone protein DjlA	EG11570
3446137	b4659	7	7023	58474	59052	+	yabP				
14204	b0058	1	7023	59687	60346	-	rluA	pseudouridine synthase for 23S rRNA (position 746) and tRNAphe(position 32) (NCBI)	rluA	23S rRNA pseudouridine<sup>746</sup> and tRNA pseudouridine<sup>32</sup> synthase	EG12609
14205	b0059	1	7023	60358	63264	-	hepA	ATP-dependent helicase HepA (NCBI)	rapA	RNA polymerase-binding ATPase and RNAP recycling factor	EG11083
14206	b0060	1	7023	63429	65780	-	polB	DNA polymerase II (NCBI)	polB	DNA polymerase II	EG10747
14207	b0061	1	7023	65855	66550	-	araD	L-ribulose-5-phosphate 4-epimerase (NCBI)	araD	L-ribulose-5-phosphate 4-epimerase AraD	EG10055
14208	b0062	1	7023	66835	68337	-	araA	L-arabinose isomerase (NCBI)	araA	L-arabinose isomerase	EG10052
14209	b0063	1	7023	68348	70048	-	araB	ribulokinase (NCBI)	araB	ribulokinase	EG10053
14210	b0064	1	7023	70387	71265	+	araC	DNA-binding transcriptional dual regulator (NCBI)	araC	DNA-binding transcriptional dual regulator AraC	EG10054
14211	b0065	1	7023	71351	72115	+	yabI	conserved inner membrane protein (NCBI)	yabI	DedA family protein YabI	EG11571
14212	b0066	1	7023	72229	72927	-	thiQ	thiamin transporter subunit (NCBI)	thiQ	thiamine ABC transporter ATP binding subunit	EG11572
14213	b0067	1	7023	72911	74521	-	thiP	thiamin ABC transporter membrane protein (NCBI)	thiP	thiamine ABC transporter membrane subunit	EG11573
14214	b0068	1	7023	74497	75480	-	tbpA	thiamin transporter subunit (NCBI)	thiB	thiamine ABC transporter periplasmic binding protein	EG11574
14215	b0069	1	7023	75644	77299	-	sgrR	DNA-binding transcriptional regulator (NCBI)	sgrR	DNA-binding transcriptional dual regulator SgrR	EG12094
1936206	b4577	6	7023	77367	77593	+	sgrS	small antisense RNA (NCBI)	sgrS	small regulatory RNA SgrS	G0-9941
7497338	b4662	1	7023	77388	77519	+	sgrT	Inhibitor of glucose uptake (RefSeq)	sgrT	PtsG glucose transporter inhibitor	G0-10617
1936207	b0070	1	7023	77621	78799	+	setA	broad specificity sugar efflux system (NCBI)	setA	sugar exporter SetA	EG11754
14217	b0071	1	7023	78848	79453	-	leuD	isopropylmalate isomerase small subunit (NCBI)	leuD	3-isopropylmalate dehydratase subunit LeuD	EG11575
14218	b0072	1	7023	79464	80864	-	leuC	isopropylmalate isomerase large subunit (NCBI)	leuC	3-isopropylmalate dehydratase subunit LeuC	EG11576
14219	b0073	1	7023	80867	81958	-	leuB	3-isopropylmalate dehydrogenase (VIMSS)	leuB	3-isopropylmalate dehydrogenase	EG11577
14220	b0074	1	7023	81958	83529	-	leuA	2-isopropylmalate synthase (NCBI)	leuA	2-isopropylmalate synthase	EG11226
14221	b0075	1	7023	83622	83708	-	leuL	leu operon leader peptide (NCBI)	leuL	<i>leu</i> operon leader peptide	EG11280
14222	b0076	1	7023	84368	85312	+	leuO	probable transcriptional activator for leuABCD operon (VIMSS)	leuO	DNA-binding transcriptional dual regulator LeuO	EG10531
1936210	b0077	1	7023	85630	87354	+	ilvI	acetolactate synthase III large subunit (NCBI)	ilvI	acetolactate synthase / acetohydroxybutanoate synthase, catalytic subunit	EG10500
14224	b0078	1	7023	87357	87848	+	ilvH	acetolactate synthase small subunit (NCBI)	ilvH	acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit	EG10499
14226	b0080	1	7023	88028	89032	+	fruR	DNA-binding transcriptional dual regulator (NCBI)	cra	DNA-binding transcriptional regulator Cra	EG10338
14227	b0081	1	7023	89634	90092	+	mraZ	hypothetical protein (NCBI)	mraZ	DNA-binding transcriptional repressor MraZ	EG11084
14228	b0082	1	7023	90094	91035	+	mraW	S-adenosyl-methyltransferase (NCBI)	rsmH	16S rRNA m<sup>4</sup>C1402 methyltransferase	EG11085
14229	b0083	1	7023	91032	91397	+	ftsL	membrane bound cell division protein at septum containing leucine zipper motif (NCBI)	ftsL	cell division protein FtsL	EG11086
14230	b0084	1	7023	91413	93179	+	ftsI	transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3) (NCBI)	ftsI	peptidoglycan DD-transpeptidase FtsI	EG10341
14231	b0085	1	7023	93166	94653	+	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase (NCBI)	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	EG10621
14232	b0086	1	7023	94650	96008	+	murF	UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D- alanine ligase (NCBI)	murF	UDP-<i>N</i>-acetylmuramoyl-tripeptide&mdash;D-alanyl-D-alanine ligase	EG10622
14233	b0087	1	7023	96002	97084	+	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase (NCBI)	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	EG10604
14234	b0088	1	7023	97087	98403	+	murD	UDP-N-acetylmuramoyl-L-alanyl-D-glutamatesynthetase (NCBI)	murD	UDP-<i>N</i>-acetylmuramoyl-L-alanine&mdash;D-glutamate ligase	EG10620
14235	b0089	1	7023	98403	99647	+	ftsW	integral membrane protein involved in stabilizing FstZ ring during cell division (NCBI)	ftsW	peptidoglycan glycosyltransferase FtsW	EG10344
14236	b0090	1	7023	99644	100711	+	murG	N-acetylglucosaminyl transferase (NCBI)	murG	N-acetylglucosaminyl transferase	EG10623
14237	b0091	1	7023	100765	102240	+	murC	UDP-N-acetylmuramate--L-alanine ligase (NCBI)	murC	UDP-<i>N</i>-acetylmuramate&mdash;L-alanine ligase	EG10619
14238	b0092	1	7023	102233	103153	+	ddlB	D-alanylalanine synthetase (NCBI)	ddlB	D-alanine&mdash;D-alanine ligase B	EG10214
14239	b0093	1	7023	103155	103985	+	ftsQ	membrane anchored protein involved in growth of wall at septum (NCBI)	ftsQ	cell division protein FtsQ	EG10342
14240	b0094	1	7023	103982	105244	+	ftsA	cell division protein (NCBI)	ftsA	cell division protein FtsA	EG10339
14241	b0095	1	7023	105305	106456	+	ftsZ	cell division protein FtsZ (NCBI)	ftsZ	cell division protein FtsZ	EG10347
14242	b0096	1	7023	106557	107474	+	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (NCBI)	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	EG10265
14243	b0097	1	7023	107705	108217	+	yacA	orf, hypothetical protein (VIMSS)	secM	SecA translation regulator	EG11087
14244	b0098	1	7023	108279	110984	+	secA	translocase (NCBI)	secA	protein translocation ATPase	EG10936
14245	b0099	1	7023	111044	111433	+	mutT	nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP (NCBI)	mutT	8-oxo-dGTP diphosphatase	EG10626
14247	b0101	1	7023	111649	111846	-	yacG	zinc-binding protein (NCBI)	yacG	DNA gyrase inhibitor YacG	EG12314
14248	b0102	1	7023	111856	112599	-	yacF	hypothetical protein (NCBI)	zapD	cell division factor ZapD	EG12313
14249	b0103	1	7023	112599	113219	-	coaE	dephospho-CoA kinase (NCBI)	coaE	dephospho-CoA kinase	EG12312
14250	b0104	1	7023	113444	114487	+	guaC	guanosine 5'-monophosphate oxidoreductase (NCBI)	guaC	GMP reductase	EG10422
14252	b0106	1	7023	114522	115724	-	hofC	assembly protein in type IV pilin biogenesis, transmembrane protein (NCBI)	hofC	inner membrane protein HofC	EG11798
14253	b0107	1	7023	115714	117099	-	hofB	conserved protein with nucleoside triphosphate hydrolase domain (NCBI)	hofB	T2SSE family protein	EG12106
14254	b0108	1	7023	117109	117549	-	ppdD	predicted major pilin subunit (NCBI)	ppdD	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD	EG12107
14255	b0109	1	7023	117752	118645	-	nadC	nicotinate-nucleotide pyrophosphorylase (NCBI)	nadC	quinolinate phosphoribosyltransferase (decarboxylating)	EG11546
14256	b0110	1	7023	118733	119284	+	ampD	N-acetyl-anhydromuranmyl-L-alanine amidase (NCBI)	ampD	1,6-anhydro-<i>N</i>-acetylmuramoyl-L-alanine amidase	EG10041
14257	b0111	1	7023	119281	120135	+	ampE	predicted inner membrane protein (NCBI)	ampE	protein AmpE	EG10042
14258	b0112	1	7023	120178	121551	-	aroP	aromatic amino acid transporter (NCBI)	aroP	aromatic amino acid:H<sup>+</sup> symporter AroP	EG10084
14259	b0113	1	7023	122092	122856	+	pdhR	transcriptional regulator of pyruvate dehydrogenase complex (NCBI)	pdhR	DNA-binding transcriptional dual regulator PdhR	EG11088
14260	b0114	1	7023	123017	125680	+	aceE	pyruvate dehydrogenase subunit E1 (NCBI)	aceE	pyruvate dehydrogenase E1 component	EG10024
14261	b0115	1	7023	125695	127587	+	aceF	dihydrolipoamide acetyltransferase (NCBI)	aceF	dihydrolipoyl-[pyruvate dehydrogenase E2 subunit] // <i>S</i>-acetyldihydrolipoyl-[pyruvate dehydrogenase E2 subunit] // lipoyl-[pyruvate dehydrogenase E2 sbunit] // pyruvate dehydrogenase E2 subunit	EG10025
14262	b0116	1	7023	127912	129336	+	lpd	dihydrolipoamide dehydrogenase (NCBI)	lpd	lipoamide dehydrogenase	EG10543
14263	b0117	1	7023	129407	131260	-	yacH	hypothetical protein (NCBI)	yacH	DUF3300 domain-containing protein YacH	EG12315
14264	b0118	1	7023	131615	134212	+	acnB	aconitate hydratase (NCBI)	acnB	AcnB	EG12316
14265	b0119	1	7023	134388	134750	+	yacL	orf, hypothetical protein (VIMSS)	yacL	PF06062 family protein YacL	EG12605
14266	b0120	1	7023	134788	135582	-	speD	S-adenosylmethionine decarboxylase proenzyme (NCBI)	speD	<i>S</i>-adenosylmethionine decarboxylase proenzyme // &beta; cleavage product of SpeD // &alpha; cleavage product of SpeD	EG10962
14267	b0121	1	7023	135598	136464	-	speE	spermidine synthase (NCBI)	speE	spermidine synthase	EG10963
14268	b0122	1	7023	136570	136917	-	yacC	orf, hypothetical protein (VIMSS)	yacC	putative lipoprotein YacC	EG11089
14269	b0123	1	7023	137083	138633	+	cueO	multicopper oxidase (laccase) (NCBI)	cueO	multicopper oxidase CueO	EG12318
14270	b0124	1	7023	138835	141225	-	gcd	glucose dehydrogenase (NCBI)	gcd	quinoprotein glucose dehydrogenase	EG10369
14271	b0125	1	7023	141431	141967	+	hpt	hypoxanthine phosphoribosyltransferase (VIMSS)	hpt	hypoxanthine phosphoribosyltransferase	EG20098
14272	b0126	1	7023	142008	142670	-	can	carbonic anhydrase (NCBI)	can	carbonic anhydrase 2	EG12319
14273	b0127	1	7023	142779	143705	+	yadG	predicted transporter subunit: ATP-binding component of ABC superfamily (NCBI)	yadG	putative ABC transporter ATP-binding protein YadG	EG12320
14274	b0128	1	7023	143702	144472	+	yadH	predicted transporter subunit: membrane component of ABC superfamily (NCBI)	yadH	putative ABC transporter membrane subunit YadH	EG12321
14275	b0129	1	7023	144577	145017	+	yadI	predicted PTS Enzyme IIA (NCBI)	yadI	putative PTS enzyme IIA component YadI	EG12322
14276	b0130	1	7023	145081	146310	+	yadE	predicted polysaccharide deacetylase lipoprotein (NCBI)	yadE	putative polysaccharide deacetylase lipoprotein YadE	EG11749
14277	b0131	1	7023	146314	146694	-	panD	aspartate 1-decarboxylase precursor (NCBI)	panD	PanD &beta; cleavage product // PanD &alpha; cleavage product // aspartate 1-decarboxylase proenzyme	EG11747
14278	b0132	1	7023	146968	147870	+	yadD	predicted transposase (NCBI)	rpnC	recombination-promoting nuclease RpnC	EG11748
14279	b0133	1	7023	147944	148795	-	panC	pantoate--beta-alanine ligase (NCBI)	panC	pantothenate synthetase	EG11746
14280	b0134	1	7023	148807	149601	-	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase (NCBI)	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	EG11675
14281	b0135	1	7023	149715	150953	-	yadC	predicted fimbrial-like adhesin protein (NCBI)	yadC	fimbrial tip-adhesin YadC	EG11678
14282	b0136	1	7023	151003	151599	-	yadK	predicted fimbrial-like adhesin protein (NCBI)	yadK	putative fimbrial protein YadK	EG12325
14283	b0137	1	7023	151626	152231	-	yadL	predicted fimbrial-like adhesin protein (NCBI)	yadL	putative fimbrial protein YadL	EG12326
14284	b0138	1	7023	152243	152812	-	yadM	putative fimbrial-like protein (VIMSS)	yadM	putative fimbrial protein YadM	EG12327
14285	b0139	1	7023	152829	155426	-	htrE	predicted outer membrane usher protein (NCBI)	htrE	putative fimbrial usher protein HtrE	EG11972
14286	b0140	1	7023	155461	156201	-	ecpD	predicted periplasmic pilin chaperone (NCBI)	yadV	putative fimbrial chaperone YadV	EG11973
14287	b0141	1	7023	156299	156883	-	yadN	predicted fimbrial-like adhesin protein (NCBI)	yadN	putative fimbrial protein YadN	EG12328
14288	b0142	1	7023	157253	157732	-	folK	2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase (NCBI)	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	EG11374
14289	b0143	1	7023	157729	159126	-	pcnB	poly(A) polymerase I (VIMSS)	pcnB	poly(A) polymerase I	EG10690
14290	b0144	1	7023	159186	160112	-	yadB	glutamyl-Q tRNA(Asp) synthetase (RefSeq)	gluQ	glutamyl-Q tRNA<sup>Asp</sup> synthetase	EG11362
14291	b0145	1	7023	160149	160604	-	dksA	DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein (NCBI)	dksA	RNA polymerase-binding transcription factor DksA	EG10230
14292	b0146	1	7023	160782	161486	-	sfsA	sugar fermentation stimulation protein A (NCBI)	sfsA	sugar fermentation stimulation protein A	EG10949
14293	b0147	1	7023	161501	162031	-	yadP	orf, hypothetical protein (VIMSS)	thpR	RNA 2',3'-cyclic phosphodiesterase	EG12330
14294	b0148	1	7023	162105	164534	+	hrpB	helicase, ATP-dependent (VIMSS)	hrpB	RNA-dependent NTPase HrpB	EG12329
14295	b0149	1	7023	164730	167264	+	mrcB	penicillin-binding protein 1b (NCBI)	mrcB	penicillin binding protein 1B&gamma; // peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB	EG10605
14296	b0150	1	7023	167484	169727	+	fhuA	ferrichrome outer membrane transporter (NCBI)	fhuA	ferrichrome outer membrane transporter/phage receptor	EG10302
14297	b0151	1	7023	169778	170575	+	fhuC	iron-hydroxamate transporter subunit (NCBI)	fhuC	Fe(3+) hydroxamate ABC transporter ATP binding subunit	EG10304
14298	b0152	1	7023	170575	171465	+	fhuD	iron-hydroxamate transporter subunit (NCBI)	fhuD	Fe(3+) hydroxamate ABC transporter periplasmic binding protein	EG10305
14299	b0153	1	7023	171462	173444	+	fhuB	fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components (NCBI)	fhuB	Fe(3+) hydroxamate ABC transporter membrane subunit	EG10303
14300	b0154	1	7023	173602	174882	-	hemL	glutamate-1-semialdehyde aminotransferase (NCBI)	hemL	glutamate-1-semialdehyde 2,1-aminomutase	EG10432
14301	b0155	1	7023	175107	176528	+	clcA	chloride channel protein (NCBI)	clcA	chloride:H<sup>+</sup> antiporter ClcA	EG12331
14302	b0156	1	7023	176610	176954	+	yadR	hypothetical protein (NCBI)	erpA	iron-sulfur cluster insertion protein ErpA	EG12332
14303	b0157	1	7023	177001	177624	-	yadS	conserved inner membrane protein (NCBI)	yadS	PF03458 family protein YadS	EG12333
14304	b0158	1	7023	177662	178462	-	btuF	vitamin B12-transporter protein BtuF (NCBI)	btuF	vitamin B<sub>12</sub> ABC transporter periplasmic binding protein	EG12334
14305	b0159	1	7023	178455	179153	-	pfs	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (NCBI)	mtn	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	EG11090
14306	b0160	1	7023	179237	180754	+	dgt	deoxyguanosinetriphosphate triphosphohydrolase (NCBI)	dgt	dGTP triphosphohydrolase	EG10225
14307	b0161	1	7023	180884	182308	+	degP	serine endoprotease (protease Do), membrane-associated (NCBI)	degP	periplasmic serine endoprotease DegP	EG10463
14308	b0162	1	7023	182463	183620	+	yaeG	orf, hypothetical protein (VIMSS)	cdaR	DNA-binding transcriptional activator CdaR	EG12335
14309	b0163	1	7023	183709	184095	-	yaeH	hypothetical protein (NCBI)	yaeH	DUF3461 domain-containing protein YaeH	EG12336
14310	b0164	1	7023	184257	185069	-	yaeI	orf, hypothetical protein (VIMSS)	yaeI	phosphodiesterase YaeI	EG12337
14312	b0166	1	7023	185123	185947	-	dapD	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase (NCBI)	dapD	tetrahydrodipicolinate succinylase	EG10207
14313	b0167	1	7023	185978	188650	-	glnD	PII uridylyl-transferase (NCBI)	glnD	protein-PII uridylyltransferase/uridylyl-removing enzyme	EG11411
14314	b0168	1	7023	188712	189506	-	map	methionine aminopeptidase (NCBI)	map	methionine aminopeptidase	EG10570
1936221	b4414	6	7023	189712	189847	+	tff	unknown RNA (NCBI)	tff	putative small RNA T44	G0-8895
14315	b0169	1	7023	189874	190599	+	rpsB	30S ribosomal protein S2 (NCBI)	rpsB	30S ribosomal subunit protein S2	EG10901
14316	b0170	1	7023	190857	191708	+	tsf	elongation factor Ts (NCBI)	tsf	protein chain elongation factor EF-Ts	EG11033
14317	b0171	1	7023	191855	192580	+	pyrH	uridylate kinase (NCBI)	pyrH	UMP kinase	EG11539
14318	b0172	1	7023	192872	193429	+	frr	ribosome releasing factor (NCBI)	frr	ribosome-recycling factor	EG10335
14319	b0173	1	7023	193521	194717	+	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase (NCBI)	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	EG12715
14320	b0174	1	7023	194903	195664	+	ispU	undecaprenyl pyrophosphate synthase (NCBI)	ispU	<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]	G6092
14321	b0175	1	7023	195677	196534	+	cdsA	CDP-diglyceride synthetase (VIMSS)	cdsA	CDP-diglyceride synthetase	EG10139
14322	b0176	1	7023	196546	197898	+	yaeL	zinc metallopeptidase (NCBI)	rseP	intramembrane zinc metalloprotease RseP	EG12436
14323	b0177	1	7023	197928	200360	+	yaeT	hypothetical protein (NCBI)	bamA	outer membrane protein assembly factor BamA	G6093
14324	b0178	1	7023	200482	200967	+	hlpA	periplasmic chaperone (NCBI)	skp	periplasmic chaperone Skp	EG10455
14325	b0179	1	7023	200971	201996	+	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (NCBI)	lpxD	UDP-3-<i>O</i>-(3-hydroxymyristoyl)glucosamine <i>N</i>-acyltransferase	EG10316
14326	b0180	1	7023	202101	202556	+	fabZ	(3R)-hydroxymyristoyl ACP dehydratase (NCBI)	fabZ	3-hydroxy-acyl-[acyl-carrier-protein] dehydratase	EG11284
14327	b0181	1	7023	202560	203348	+	lpxA	UDP-N-acetylglucosamine acyltransferase (NCBI)	lpxA	acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine <i>O</i>-acyltransferase	EG10545
14328	b0182	1	7023	203348	204496	+	lpxB	lipid-A-disaccharide synthase (NCBI)	lpxB	lipid A disaccharide synthase	EG10546
14329	b0183	1	7023	204493	205089	+	rnhB	ribonuclease HII (NCBI)	rnhB	RNase HII	EG10861
14330	b0184	1	7023	205126	208608	+	dnaE	DNA polymerase III subunit alpha (NCBI)	dnaE	DNA polymerase III subunit &alpha;	EG10238
