locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
14234	b0088	1	7023	97087	98403	+	murD	UDP-N-acetylmuramoyl-L-alanyl-D-glutamatesynthetase (NCBI)
14235	b0089	1	7023	98403	99647	+	ftsW	integral membrane protein involved in stabilizing FstZ ring during cell division (NCBI)
14236	b0090	1	7023	99644	100711	+	murG	N-acetylglucosaminyl transferase (NCBI)
14237	b0091	1	7023	100765	102240	+	murC	UDP-N-acetylmuramate--L-alanine ligase (NCBI)
14238	b0092	1	7023	102233	103153	+	ddlB	D-alanylalanine synthetase (NCBI)
14239	b0093	1	7023	103155	103985	+	ftsQ	membrane anchored protein involved in growth of wall at septum (NCBI)
14240	b0094	1	7023	103982	105244	+	ftsA	cell division protein (NCBI)
14241	b0095	1	7023	105305	106456	+	ftsZ	cell division protein FtsZ (NCBI)
14242	b0096	1	7023	106557	107474	+	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (NCBI)
14243	b0097	1	7023	107705	108217	+	yacA	orf, hypothetical protein (VIMSS)
14244	b0098	1	7023	108279	110984	+	secA	translocase (NCBI)
14245	b0099	1	7023	111044	111433	+	mutT	nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP (NCBI)
14247	b0101	1	7023	111649	111846	-	yacG	zinc-binding protein (NCBI)
14248	b0102	1	7023	111856	112599	-	yacF	hypothetical protein (NCBI)
14249	b0103	1	7023	112599	113219	-	coaE	dephospho-CoA kinase (NCBI)
14250	b0104	1	7023	113444	114487	+	guaC	guanosine 5'-monophosphate oxidoreductase (NCBI)
14252	b0106	1	7023	114522	115724	-	hofC	assembly protein in type IV pilin biogenesis, transmembrane protein (NCBI)
14253	b0107	1	7023	115714	117099	-	hofB	conserved protein with nucleoside triphosphate hydrolase domain (NCBI)
14254	b0108	1	7023	117109	117549	-	ppdD	predicted major pilin subunit (NCBI)
14255	b0109	1	7023	117752	118645	-	nadC	nicotinate-nucleotide pyrophosphorylase (NCBI)
14256	b0110	1	7023	118733	119284	+	ampD	N-acetyl-anhydromuranmyl-L-alanine amidase (NCBI)
14257	b0111	1	7023	119281	120135	+	ampE	predicted inner membrane protein (NCBI)
14258	b0112	1	7023	120178	121551	-	aroP	aromatic amino acid transporter (NCBI)
14259	b0113	1	7023	122092	122856	+	pdhR	transcriptional regulator of pyruvate dehydrogenase complex (NCBI)
14260	b0114	1	7023	123017	125680	+	aceE	pyruvate dehydrogenase subunit E1 (NCBI)
14261	b0115	1	7023	125695	127587	+	aceF	dihydrolipoamide acetyltransferase (NCBI)
14262	b0116	1	7023	127912	129336	+	lpd	dihydrolipoamide dehydrogenase (NCBI)
14263	b0117	1	7023	129407	131260	-	yacH	hypothetical protein (NCBI)
14264	b0118	1	7023	131615	134212	+	acnB	aconitate hydratase (NCBI)
14265	b0119	1	7023	134388	134750	+	yacL	orf, hypothetical protein (VIMSS)
14266	b0120	1	7023	134788	135582	-	speD	S-adenosylmethionine decarboxylase proenzyme (NCBI)
14267	b0121	1	7023	135598	136464	-	speE	spermidine synthase (NCBI)
14268	b0122	1	7023	136570	136917	-	yacC	orf, hypothetical protein (VIMSS)
14269	b0123	1	7023	137083	138633	+	cueO	multicopper oxidase (laccase) (NCBI)
14270	b0124	1	7023	138835	141225	-	gcd	glucose dehydrogenase (NCBI)
14271	b0125	1	7023	141431	141967	+	hpt	hypoxanthine phosphoribosyltransferase (VIMSS)
14272	b0126	1	7023	142008	142670	-	can	carbonic anhydrase (NCBI)
14273	b0127	1	7023	142779	143705	+	yadG	predicted transporter subunit: ATP-binding component of ABC superfamily (NCBI)
14274	b0128	1	7023	143702	144472	+	yadH	predicted transporter subunit: membrane component of ABC superfamily (NCBI)
14275	b0129	1	7023	144577	145017	+	yadI	predicted PTS Enzyme IIA (NCBI)
14276	b0130	1	7023	145081	146310	+	yadE	predicted polysaccharide deacetylase lipoprotein (NCBI)
14277	b0131	1	7023	146314	146694	-	panD	aspartate 1-decarboxylase precursor (NCBI)
14278	b0132	1	7023	146968	147870	+	yadD	predicted transposase (NCBI)
14279	b0133	1	7023	147944	148795	-	panC	pantoate--beta-alanine ligase (NCBI)
14280	b0134	1	7023	148807	149601	-	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase (NCBI)
14281	b0135	1	7023	149715	150953	-	yadC	predicted fimbrial-like adhesin protein (NCBI)
14282	b0136	1	7023	151003	151599	-	yadK	predicted fimbrial-like adhesin protein (NCBI)
14283	b0137	1	7023	151626	152231	-	yadL	predicted fimbrial-like adhesin protein (NCBI)
14284	b0138	1	7023	152243	152812	-	yadM	putative fimbrial-like protein (VIMSS)
14285	b0139	1	7023	152829	155426	-	htrE	predicted outer membrane usher protein (NCBI)
14286	b0140	1	7023	155461	156201	-	ecpD	predicted periplasmic pilin chaperone (NCBI)
14287	b0141	1	7023	156299	156883	-	yadN	predicted fimbrial-like adhesin protein (NCBI)
14288	b0142	1	7023	157253	157732	-	folK	2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase (NCBI)
14289	b0143	1	7023	157729	159126	-	pcnB	poly(A) polymerase I (VIMSS)
14290	b0144	1	7023	159186	160112	-	yadB	glutamyl-Q tRNA(Asp) synthetase (RefSeq)
14291	b0145	1	7023	160149	160604	-	dksA	DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein (NCBI)
14292	b0146	1	7023	160782	161486	-	sfsA	sugar fermentation stimulation protein A (NCBI)
14293	b0147	1	7023	161501	162031	-	yadP	orf, hypothetical protein (VIMSS)
14294	b0148	1	7023	162105	164534	+	hrpB	helicase, ATP-dependent (VIMSS)
14295	b0149	1	7023	164730	167264	+	mrcB	penicillin-binding protein 1b (NCBI)
14296	b0150	1	7023	167484	169727	+	fhuA	ferrichrome outer membrane transporter (NCBI)
14297	b0151	1	7023	169778	170575	+	fhuC	iron-hydroxamate transporter subunit (NCBI)
14298	b0152	1	7023	170575	171465	+	fhuD	iron-hydroxamate transporter subunit (NCBI)
14299	b0153	1	7023	171462	173444	+	fhuB	fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components (NCBI)
14300	b0154	1	7023	173602	174882	-	hemL	glutamate-1-semialdehyde aminotransferase (NCBI)
14301	b0155	1	7023	175107	176528	+	clcA	chloride channel protein (NCBI)
14302	b0156	1	7023	176610	176954	+	yadR	hypothetical protein (NCBI)
14303	b0157	1	7023	177001	177624	-	yadS	conserved inner membrane protein (NCBI)
14304	b0158	1	7023	177662	178462	-	btuF	vitamin B12-transporter protein BtuF (NCBI)
14305	b0159	1	7023	178455	179153	-	pfs	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (NCBI)
14306	b0160	1	7023	179237	180754	+	dgt	deoxyguanosinetriphosphate triphosphohydrolase (NCBI)
14307	b0161	1	7023	180884	182308	+	degP	serine endoprotease (protease Do), membrane-associated (NCBI)
14308	b0162	1	7023	182463	183620	+	yaeG	orf, hypothetical protein (VIMSS)
14309	b0163	1	7023	183709	184095	-	yaeH	hypothetical protein (NCBI)
14310	b0164	1	7023	184257	185069	-	yaeI	orf, hypothetical protein (VIMSS)
14312	b0166	1	7023	185123	185947	-	dapD	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase (NCBI)
14313	b0167	1	7023	185978	188650	-	glnD	PII uridylyl-transferase (NCBI)
14314	b0168	1	7023	188712	189506	-	map	methionine aminopeptidase (NCBI)
1936221	b4414	6	7023	189712	189847	+	tff	unknown RNA (NCBI)
14315	b0169	1	7023	189874	190599	+	rpsB	30S ribosomal protein S2 (NCBI)
14316	b0170	1	7023	190857	191708	+	tsf	elongation factor Ts (NCBI)
14317	b0171	1	7023	191855	192580	+	pyrH	uridylate kinase (NCBI)
14318	b0172	1	7023	192872	193429	+	frr	ribosome releasing factor (NCBI)
14319	b0173	1	7023	193521	194717	+	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase (NCBI)
14320	b0174	1	7023	194903	195664	+	ispU	undecaprenyl pyrophosphate synthase (NCBI)
14321	b0175	1	7023	195677	196534	+	cdsA	CDP-diglyceride synthetase (VIMSS)
14322	b0176	1	7023	196546	197898	+	yaeL	zinc metallopeptidase (NCBI)
14323	b0177	1	7023	197928	200360	+	yaeT	hypothetical protein (NCBI)
14324	b0178	1	7023	200482	200967	+	hlpA	periplasmic chaperone (NCBI)
14325	b0179	1	7023	200971	201996	+	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (NCBI)
14326	b0180	1	7023	202101	202556	+	fabZ	(3R)-hydroxymyristoyl ACP dehydratase (NCBI)
14327	b0181	1	7023	202560	203348	+	lpxA	UDP-N-acetylglucosamine acyltransferase (NCBI)
14328	b0182	1	7023	203348	204496	+	lpxB	lipid-A-disaccharide synthase (NCBI)
14329	b0183	1	7023	204493	205089	+	rnhB	ribonuclease HII (NCBI)
14330	b0184	1	7023	205126	208608	+	dnaE	DNA polymerase III subunit alpha (NCBI)
14331	b0185	1	7023	208621	209580	+	accA	acetyl-CoA carboxylase subunit alpha (NCBI)
14332	b0186	1	7023	209679	211820	+	ldcC	lysine decarboxylase 2, constitutive (NCBI)
14333	b0187	1	7023	211877	212266	+	yaeR	orf, hypothetical protein (VIMSS)
14334	b0188	1	7023	212331	213629	+	tilS	tRNA(Ile)-lysidine synthetase (NCBI)
14335	b0189	1	7023	213678	213932	-	yaeO	orf, hypothetical protein (VIMSS)
1936225	b4406	1	7023	213925	214125	-	yaeP	hypothetical protein (NCBI)
14336	b0190	1	7023	214291	214836	+	yaeQ	hypothetical protein (NCBI)
14337	b0191	1	7023	214833	215255	+	yaeJ	hypothetical protein (NCBI)
14338	b0192	1	7023	215269	215979	+	nlpE	lipoprotein involved with copper homeostasis and adhesion (NCBI)
14339	b0193	1	7023	216179	217003	-	yaeF	orf, hypothetical protein (VIMSS)
14340	b0194	1	7023	217057	218775	-	proS	prolyl-tRNA synthetase (NCBI)
14341	b0195	1	7023	218887	219594	-	yaeB	hypothetical protein (NCBI)
14342	b0196	1	7023	219591	219995	-	rcsF	predicted outer membrane protein, signal (NCBI)
14343	b0197	1	7023	220113	220928	-	metQ	DL-methionine transporter subunit (NCBI)
14344	b0198	1	7023	220968	221621	-	metI	DL-methionine transporter subunit (NCBI)
14345	b0199	1	7023	221614	222645	-	metN	DL-methionine transporter subunit (NCBI)
14346	b0200	1	7023	222833	223408	+	gmhB	hypothetical protein (NCBI)
1936227	b0201	3	7023	223771	225312	+	rrsH	16S ribosomal RNA (NCBI)
1936228	b0202	5	7023	225381	225457	+	ileV	tRNA-Ile (NCBI)
1936229	b0203	5	7023	225500	225575	+	alaV	tRNA-Ala (NCBI)
1936230	b0204	2	7023	225759	228662	+	rrlH	23S ribosomal RNA (NCBI)
1936231	b0205	4	7023	228756	228875	+	rrfH	5S ribosomal RNA (NCBI)
1936232	b0206	5	7023	228928	229004	+	aspU	tRNA-Asp (NCBI)
14347	b0207	1	7023	229167	229970	+	dkgB	2,5-diketo-D-gluconate reductase B (NCBI)
14348	b0208	1	7023	229967	230881	-	yafC	predicted DNA-binding transcriptional regulator (NCBI)
14349	b0209	1	7023	231122	231922	+	yafD	hypothetical protein (NCBI)
14350	b0210	1	7023	231926	232549	+	yafE	predicted S-adenosyl-L-methionine-dependent methyltransferase (NCBI)
14351	b0211	1	7023	232597	233955	-	mltD	predicted membrane-bound lytic murein transglycosylase D (NCBI)
14352	b0212	1	7023	234027	234782	-	gloB	predicted hydroxyacylglutathione hydrolase (NCBI)
14353	b0213	1	7023	234816	235538	+	yafS	orf, hypothetical protein (VIMSS)
14354	b0214	1	7023	235535	236002	-	rnhA	ribonuclease H (NCBI)
14355	b0215	1	7023	236067	236798	+	dnaQ	DNA polymerase III subunit epsilon (NCBI)
1936234	b0216	5	7023	236931	237007	+	aspV	tRNA-Asp (NCBI)
14356	b0217	1	7023	237335	238120	+	yafT	predicted aminopeptidase (NCBI)
3446138	b4586	1	7023	238257	238736	-	ykfM	hypothetical protein, no homologs (RefSeq)
14357	b0218	7	7023	238746	239102	-	yafU	predicted inner membrane protein (RefSeq)
1936235	b4503	7	7023	239106	239378	+	yafF	
14358	b0219	1	7023	239419	240189	-	yafV	predicted C-N hydrolase family amidase, NAD(P)-binding (NCBI)
14359	b0220	1	7023	240343	240816	+	ivy	inhibitor of vertebrate C-lysozyme (NCBI)
14360	b0221	1	7023	240859	243303	-	yafH	putative acyl-CoA dehydrogenase (EC 1.3.99.-) (VIMSS)
14361	b0222	1	7023	243543	244121	+	lpcA	phosphoheptose isomerase (NCBI)
14362	b0223	1	7023	244327	245094	+	yafJ	predicted amidotransfease (NCBI)
14363	b0224	1	7023	245065	245805	-	yafK	hypothetical protein (NCBI)
14364	b0225	1	7023	245961	246239	-	yafQ	predicted toxin of the YafQ-DinJ toxin-antitoxin system (NCBI)
14365	b0226	1	7023	246242	246502	-	dinJ	predicted antitoxin of YafQ-DinJ toxin-antitoxin system (NCBI)
14366	b0227	1	7023	246712	247461	+	yafL	predicted lipoprotein and C40 family peptidase (NCBI)
14367	b0228	1	7023	247637	248134	+	yafM	hypothetical protein (NCBI)
14368	b0229	7	7023	248358	250070	-	lfhA	flagellar biosynthesis (VIMSS)
14369	b0230	7	7023	250072	250827	+	mbhA	putative motility protein (VIMSS)
14370	b0231	1	7023	250898	251953	+	dinB	DNA polymerase IV (NCBI)
14371	b0232	1	7023	252005	252298	+	yafN	predicted antitoxin of the YafO-YafN toxin-antitoxin system (NCBI)
14372	b0233	1	7023	252301	252699	+	yafO	predicted toxin of the YafO-YafN toxin-antitoxin system (NCBI)
14373	b0234	1	7023	252709	253161	+	yafP	predicted acyltransferase with acyl-CoA N-acyltransferase domain (NCBI)
14374	b0235	7	7023	253479	253685	+	ykfJ	hypothetical protein (RefSeq)
14375	b0236	7	7023	253702	254202	+	prfH	peptide chain release factor 2 (NCBI)
14376	b0237	1	7023	254259	255716	-	pepD	aminoacyl-histidine dipeptidase (peptidase D) (NCBI)
14377	b0238	1	7023	255977	256435	+	gpt	xanthine phosphoribosyltransferase (NCBI)
14378	b0239	1	7023	256527	257771	+	frsA	fermentation/respiration switch protein (NCBI)
14379	b0240	1	7023	257829	258230	+	crl	DNA-binding transcriptional regulator (NCBI)
14380	b0241	1	7023	258269	259324	-	phoE	outer membrane phosphoporin protein E (NCBI)
14381	b0242	1	7023	259612	260715	+	proB	gamma-glutamyl kinase (NCBI)
14382	b0243	1	7023	260727	261980	+	proA	gamma-glutamyl phosphate reductase (NCBI)
1936238	b0244	5	7023	262095	262170	+	thrW	tRNA-Thr (NCBI)
3446140	b4626	7	7023	262374	262436	-	ykfN	
14383	b0245	1	7023	262552	262893	-	ykfI	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system (NCBI)
14384	b0246	1	7023	262914	263231	-	yafW	CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system (NCBI)
1936239	b4504	1	7023	263250	263471	-	ykfH	hypothetical protein (NCBI)
14385	b0247	1	7023	263480	263956	-	ykfG	CP4-6 prophage; predicted DNA repair protein (NCBI)
14386	b0248	1	7023	263972	264430	-	yafX	CP4-6 prophage; predicted protein (NCBI)
14387	b0249	1	7023	264528	264767	-	ykfF	CP4-6 prophage; predicted protein (NCBI)
14388	b0250	1	7023	264844	265311	-	ykfB	CP4-6 prophage; predicted protein (NCBI)
14389	b0251	1	7023	265334	265777	-	yafY	CP4-6 prophage; predicted DNA-binding transcriptional regulator (RefSeq)
3446142	b4627	7	7023	265777	265998	-	ykfL	
3446144	b4628	7	7023	266000	266191	-	ykfK	
14390	b0252	1	7023	266408	267229	-	yafZ	orf, hypothetical protein (VIMSS)
14391	b0253	1	7023	267321	268184	-	ykfA	putative GTP-binding protein (VIMSS)
14392	b0254	1	7023	268513	269406	-	perR	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)
3446146	b4587	7	7023	269502	269759	+	insN	
14394	b0256	1	7023	269827	270978	+	insI-1	CP4-6 prophage; IS30 transposase (NCBI)
7497339	b4690	6	7023	271804	271878	+	eyeA	Novel sRNA, function unknown, CP4-6 prophage (RefSeq)
14396	b0258	7	7023	272071	273178	+	ykfC	orf, hypothetical protein (VIMSS)
14397	b0259	1	7023	273325	274341	-	insH-1	CP4-6 prophage; IS5 transposase and trans-activator (NCBI)
14398	b0260	1	7023	274549	275952	+	ykfD	putative amino acid/amine transport protein (VIMSS)
14399	b0261	1	7023	275939	276871	+	mmuM	homocysteine methyltransferase (NCBI)
14400	b0262	1	7023	276980	278026	-	afuC	putative ATP-binding component of a transport system (VIMSS)
14401	b0263	7	7023	278038	278385	-	afuB	CP4-6 prophage; predicted ferric trasnporter subunit (RefSeq)
14402	b0264	1	7023	278402	278905	-	insB-2	CP4-6 prophage; IS1 transposase InsAB' (NCBI)
14403	b0265	1	7023	278824	279099	-	insA-2	CP4-6 prophage; IS1 repressor protein InsA (NCBI)
1936246	b4505	7	7023	279338	279586	-	insX	predicted IS protein (RefSeq)
14404	b0266	7	7023	279651	279959	-	yagB	orf, hypothetical protein (VIMSS)
14405	b0267	1	7023	280053	281207	-	yagA	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)
14406	b0268	1	7023	281502	282410	+	yagE	2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage (NCBI)
14407	b0269	1	7023	282425	284392	+	yagF	CP4-6 prophage; predicted dehydratase (NCBI)
14408	b0270	1	7023	284619	286001	+	yagG	CP4-6 prophage; predicted sugar transporter (NCBI)
14409	b0271	1	7023	286013	287623	+	yagH	CP4-6 prophage; predicted xylosidase/arabinosidase (NCBI)
14410	b0272	1	7023	287628	288386	-	yagI	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)
14411	b0273	1	7023	288525	289529	-	argF	CP4-6 prophage; ornithine carbamoyltransferase 2, chain F (NCBI)
7497340	b4688	7	7023	289653	289857	+	ykgS	
14412	b0274	1	7023	289873	290376	-	insB-3	CP4-6 prophage; IS1 transposase InsAB' (NCBI)
14413	b0275	1	7023	290295	290570	-	insA-3	CP4-6 prophage; IS1 repressor protein InsA (NCBI)
14414	b0276	7	7023	290628	291455	+	yagJ	CP4-6 prophage; predicted protein (RefSeq)
14415	b0277	1	7023	291546	292172	-	yagK	CP4-6 prophage; conserved protein (NCBI)
14416	b0278	1	7023	292444	293142	-	yagL	CP4-6 prophage; DNA-binding protein (NCBI)
14417	b0279	1	7023	293169	294023	-	yagM	CP4-6 prophage; predicted protein (NCBI)
14418	b0280	1	7023	294363	294803	-	yagN	CP4-6 prophage; predicted protein (NCBI)
14419	b0281	1	7023	294920	296320	-	intF	CP4-6 prophage; predicted phage integrase (NCBI)
3446148	b4629	8	7023	296430	296478	+	ptwF	tRNA-OTHER (RefSeq)
7497341	b4694	7	7023	296605	296943	-	yagP	
7497342	b4695	7	7023	296938	297015	-	ykgT	
14421	b0283	1	7023	296994	297950	-	yagQ	hypothetical protein (NCBI)
14422	b0284	1	7023	297960	300158	-	yagR	predicted oxidoreductase with molybdenum-binding domain (NCBI)
14423	b0285	1	7023	300155	301111	-	yagS	predicted oxidoreductase with FAD-binding domain (NCBI)
14424	b0286	1	7023	301108	301797	-	yagT	predicted xanthine dehydrogenase, 2Fe-2S subunit (NCBI)
14425	b0287	1	7023	302215	302829	+	yagU	conserved inner membrane protein (NCBI)
14426	b0288	1	7023	303077	303406	-	ykgJ	predicted ferredoxin (NCBI)
14427	b0289	1	7023	303719	304429	-	yagV	orf, hypothetical protein (VIMSS)
14428	b0290	1	7023	304398	306041	-	yagW	predicted receptor (NCBI)
